P04475	31200
Q46893	167
P25528	2110
P02418	16000
P09373	12100
P31224	395
P52697	1540
P46473	239
P28690	4180
P00370	368
P45799	315
P17242	2180
P77310	2330
P36564	704
P29011	137
P24171	554
P22767	537
Q47622	124
P29745	194
P03842	835
P11028	453000
P19245	2830
P30744	488
P75950	339
P36995	546
P37010	2980
P36767	382
P18401	356
P75790	241
P75743	504
P27252	2330
P29680	236
P09546	329
P30746	1220
P27291	664
P30177	378
P25533	1040
P33353	112
P22997	160
P27848	160
P0A6W9	260
P37350	162
P75876	348
P36546	31200
P43671	181
P61316	613
P08331	195
P30859	1750
P00583	453
P46930	289
P12758	6260
P15277	8190
P37759	955
P23865	274
P18197	1320
P18133	268
P36938	753
P31142	414
P60723	26400
P02943	202
P16456	686
P32691	1040
P08622	805
P23830	176
P15038	87
P39356	236
P76002	1320
P33648	504
P07672	3530
P46837	410
P23843	12000
P24229	241
P37666	494
P62399	33200
P60624	634000
P05054	420
P77150	546
P07001	167
P04982	518
P30870	88
P39833	176
P77349	1130
P46889	164
P39172	2000
P75745	186
P25738	613
P21774	3330
P15046	10900
P76536	368
P36979	453
P23893	763
P08390	268
P00837	779
P39179	939
P02416	119000
P02918	80
P15302	289
P09148	212
P24182	1370
P33031	198
P21499	283
P17109	124
P77348	368
P02408	18900
P77624	147
P08177	1550
P60340	186
Q57154	137
P09831	729
P06968	2660
P27550	112
P00960	3190
P37189	229
P37190	582
P02342	61000
P11665	124000
P00393	571
P42641	488
P00886	932
P08330	2980
P13009	124
P21169	114
P27290	2110
P52635	1040
P22259	1260
P37026	1040
P00575	5590
P39099	220
P03003	2510
P15639	2060
P37749	424
P39168	424
P19934	414
P02349	264000
P28248	250
P00479	959
P29132	12500
P08577	160
Q46872	229
P23911	315
P39321	104
P40681	382
P21513	477
P15039	405
Q46948	348
P31663	835
P75823	147
P04825	840
Q46871	392
P32177	212
P22333	289
P33602	652
P19675	690
P17169	1360
P11666	339
P05640	1190
P07912	939
P14374	1490
P00882	67100
P76423	278
P27298	539
P09169	2590
P07020	315
P00923	315
P23331	613
P76506	405
P38521	613
P45580	315
P03841	453
P77774	664
P09170	704
P08837	304000
P77645	658
P27303	179
P02990	89400
P60716	613
P75915	518
P30860	315
P08179	198
P08324	55800
P37349	132
P37687	763
P45535	102
P36996	5850
P25663	1040
P46131	453
P46880	315
P42550	1040
P24176	284
P39173	1980
P45847	278
P42617	1490
P02372	61000
P76153	3190
P15770	453
P08202	3560
P62593	4780
P03844	1280
P13652	915
P39396	263
P20082	174
P15050	368
P18391	23400
P11288	212
P77146	859
P07604	145
P07085	4180
P77225	546
P11604	47800
P22257	31200
P24199	3090
P33633	10200
P33601	546
P00448	36900
P00562	87
P37620	504
P23847	565
P28225	315
P17113	268
P27306	198
P33916	106
P17547	5430
P46186	198
P52647	119
P26616	530
P02930	885
P61887	176
P25553	649
P75902	328
P02339	1280
P06983	284
P43672	141
P77695	1490
P77804	401
P24245	2110
P15042	98
P22188	173
P09375	546
P45391	453
P00582	321
P52124	121
P39184	2380
P05825	295
P32126	763
P80449	704
P42908	212
P05792	153
P24991	3090
P32175	295
P00452	1080
P30858	368
Q46841	186
P27829	153
P11056	289
P22992	877
P60546	835
P11458	571
P18274	3190
P76576	405
P31475	278
P22106	658
P27851	613
P08936	232000
P39831	892
P77338	139
P32132	2920
P10408	518
P76496	453
P37634	330
P76017	124
P23853	892
P61320	223
P31828	76
P00561	881
Q46814	98
P27827	12800
P10444	392
P76110	1040
P02411	20900
P23932	561
P27828	298
P75805	339
P45464	315
P02413	39000
P39170	1040
P26615	260
P04384	1890
P09157	5850
P07650	10000
P21888	577
P04422	526
P00844	4180
P08328	4630
P05459	353
P03002	4450
P78258	432
P75802	315
P06129	238
P12610	368
P27251	1680
P76422	186
P00961	2420
P30136	1450
P62768	835
P09152	101
P02409	10200
P37744	945
P00831	1280
P23887	1910
P77734	582
P11257	250
P21889	1090
P03843	763
P21165	690
P21167	868
P33918	571
P17443	160
Q46868	212
P36950	2110
P00495	905
P07460	1110
P02384	87800
P36997	8190
P18843	746
P25516	198
P39199	613
P02427	16000
P23870	453
P15040	3190
P16174	13800
P37354	186
P07014	368
P28861	212
P02366	8190
P45523	4180
P02934	29900
P19677	1680
P02352	82100
P75968	368
P06716	114
P06984	1320
P03948	12500
P06977	170000
P39323	453
P02432	363000
P05055	5700
P03817	613
P33636	278
P00907	746
P77605	368
P06999	348
P30846	167
P34086	229
P22256	132
P02997	66000
P00893	186
P25532	2780
P75949	167
P26282	176
P23858	430
P21338	295
P00959	1350
P10902	265
P00274	2660
P08204	877
P05020	664
P61714	16000
P52084	453
P46474	65
P76351	704
P07813	2560
P36540	1040
P37345	236
P19641	229
P02361	9680
P37194	278
P02369	31200
P39290	315
P11457	5060
P77455	157
P27302	5110
P07913	494
P28304	153
P05793	471
P24249	1320
P76426	453
P45426	229
P33220	613
P08956	114
P33363	268
P37689	1590
P76256	250
P61517	4940
P28691	579
P45748	518
P33643	176
P10177	6920
P00864	851
P24218	212
P29210	859
P32052	763
Q46828	763
P32165	763
P06712	186
P16680	704
P21346	2550
P00496	477
P02375	85200
P60651	3530
P76372	932
P02978	106
P05021	173
P24250	859
P40718	1040
P30856	5850
P37346	212
P00963	1160
P10346	315
P45577	2980
P60422	44800
P17963	2280
P03004	112
P60906	692
P05796	315
P09159	727
P39169	414
P46860	212
P09743	45800
P09147	392
P33129	96
P30139	915
P32130	405
P04079	3220
P29015	679
P23480	3090
P15272	147
P02419	166000
P75913	160
P76268	1040
P28904	289
P02429	453000
P37745	250
P00891	1360
P15048	821
P77674	137
P32168	1040
P00470	453
P39182	1040
P09832	530
P15640	535
P00934	1040
P33398	5850
P00824	3110
Q46837	88
P31664	2110
P39164	1040
P23861	2570
P00547	737
P00579	1320
P28637	229
P21504	613
P33349	149
P00574	7870
P05053	1150
P28633	453
P23089	1040
P02374	39000
P77258	405
P37904	212
P14189	1040
P75736	176
P62623	315
P08188	414
P60785	753
P18783	664
P07006	61000
P15047	892
P05838	1960
P39377	535
P00453	557
P08859	1160
P22786	2830
P23827	835
P36879	153
P77484	315
P30137	405
P11875	613
P39287	1220
P76495	453
P06988	494
P37647	229
P00350	14200
P32695	137
P77254	273
P02437	3370000
P37747	959
P30126	649
P16921	1600
P24237	8190
P39330	6540
P31658	289
P23851	792
P02937	10200
P21829	392
P04425	1260
P02378	567000
P27841	212
P52083	453
P32157	289
P02364	12800
P37308	250
P36680	229
P75789	877
P00926	147
P14178	11000
P76403	315
P62620	565
P76146	176
P76277	1040
P75958	198
